Watch out @MLB the San Diego era is coming 🤘🏼😎🤗 #Padres #MLB #MuchoSwag https://t.co/BrDzVES9RS,FALSE,0,NA,4/11/19 6:06,FALSE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",yvndzmusic,0,FALSE,FALSE,NA,NA,,,,
"Come #MLB season end, who'll have more wins? ⚾️",FALSE,0,NA,4/11/19 6:03,FALSE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",RealCormacE,0,FALSE,FALSE,NA,NA,,,,
Make #glendale your #secondhome #fans ! #dodgers #whitesox #springtraining #cactusleague #mlb #glendalehomes https://t.co/ldvLosbTXm,FALSE,0,NA,4/11/19 6:01,FALSE,NA,1.11622E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",AZValleyHomes4U,0,FALSE,FALSE,NA,NA,,,,
"April 9th - Recap

⚾️#MLB
• Yankees (1.95) 2u❌
• Dodgers (1.86) 2u❌
• Angels (2.35) 2u💰

1-2 | -1.30u

#FreePicks",FALSE,0,NA,4/11/19 6:00,FALSE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MattySelvs,0,FALSE,FALSE,NA,NA,,,,
"As Lance Lynn got credit for the Rangers win over the DBacks, I watched first place slip out of my hands.  But, wha… https://t.co/JB8ywgp0ej",FALSE,0,NA,4/11/19 5:58,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",EarEyeNoseCandy,0,FALSE,FALSE,NA,NA,,,,
Another wonderful #NBA season in the books. I'd like to thank each and every one of my clients for being along for… https://t.co/a4i0PXraE9,FALSE,1,NA,4/11/19 5:57,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",VegasPropKing,1,FALSE,FALSE,NA,NA,,,,
Rubber Match... #MLB  #Tigers  #motoron https://t.co/kVhK8YBvow,FALSE,1,NA,4/11/19 5:56,FALSE,NA,1.11622E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",7willie3,0,FALSE,FALSE,NA,NA,,,,
Bryce Harper | 2016 Highlights https://t.co/fnM9whEMGL　#MLB,FALSE,0,NA,4/11/19 5:56,FALSE,NA,1.11622E+18,NA,"<a href=\http://baseballmovies.hotcom-web.com/wordpress/\"" rel=\""nofollow\"">プロ野球大好き娘</a>""",lovely_baseball,0,FALSE,FALSE,NA,NA,,,,
"Late night super #MLB Situation for Thursday Apr 11th:

Reds pitcher Sonny Gray is 10-3 SU &amp; 11-2 on the RL when he… https://t.co/7htKrt6Ifm",FALSE,1,NA,4/11/19 5:55,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",MLProfit,0,FALSE,FALSE,NA,NA,,,,
"https://t.co/7XzE4UV2vR just dropped the Namaste Tee 🙏. 
.
.
#Baseball #FUNdamentals #MLB #Mindset #BuiltBaseball… https://t.co/hGAOobD4j0",FALSE,1,NA,4/11/19 5:55,TRUE,NA,1.11622E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",BuiltBaseball,0,FALSE,FALSE,NA,NA,,,,
#Angels (+155) beat #Brewers 4-2 &amp; the #Rangers (+125) held off #Dbacks 5-2 to close Wednesday's #MLB slate with a… https://t.co/76D4cNW3N0,FALSE,0,NA,4/11/19 5:55,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",TwitVI,0,FALSE,FALSE,NA,NA,,,,
Ozuna goes 3-for-4 with homer and stolen base - Marcell Ozuna | STL https://t.co/fb19IPYvrS #mlb #fantasybaseball,FALSE,0,NA,4/11/19 5:55,FALSE,NA,1.11622E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",WGFantasy,0,FALSE,FALSE,NA,NA,,,,
"I miss NY #tbt 2017 

🙅🏻‍♂️🙅🏻‍♂️🙅🏻‍♂️⚾️⚾️⚾️⚾️
@mtrigally 
#yankees #mlb #baseball #fit #freefollower #thechosenone… https://t.co/Uql2A1aPRl",FALSE,0,NA,4/11/19 5:52,TRUE,NA,1.11622E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",MoMoneyMo1on1,0,FALSE,FALSE,NA,NA,,,,
"#weekdaydaygame standings after 4/10, still-haven't-won-yet tweet
(note: #openingday doesn't count) #MLB (2/2)… https://t.co/NeeSH0D45J",FALSE,0,weekdaydaygame,4/11/19 5:51,TRUE,1.11622E+18,1.11622E+18,1.09845E+18,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",weekdaydaygame,0,FALSE,FALSE,NA,NA,,,,
"#weekdaydaygame standings after 4/10, won-at-least-a-game tweet #MLB (1/2)

#FriarFaithful 2-0
#rootedinoakland 1-0… https://t.co/6Noyh3MAPd",FALSE,0,NA,4/11/19 5:51,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",weekdaydaygame,0,FALSE,FALSE,NA,NA,,,,
"Baseball dog collar! 

This neckline closes with a hard plastic locking for simple access on and off.

Available in… https://t.co/DgY5OcMMfF",FALSE,1,NA,4/11/19 5:50,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",SportsPosh,0,FALSE,FALSE,NA,NA,,,,
Great article on the longest hitting streak for all 30 #MLB teams https://t.co/t0S1tJjk34,FALSE,0,NA,4/11/19 5:50,FALSE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",barkingd,0,FALSE,FALSE,NA,NA,,,,
"⚾️ #MLB (2/2)

LA Dodgers 2-7 St. Louis 
Pittsburgh 5-2 Chicago Cubs
Seattle 6-5 KC Royals 
Texas 5-2 Arizona 
Milw… https://t.co/QT1mRUpy77",FALSE,0,vpera69,4/11/19 5:50,TRUE,1.11622E+18,1.11622E+18,7.92059E+17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",vpera69,0,FALSE,FALSE,NA,NA,,,,
"⚾️ #LaRED 3.0 | #MLB Season 2019 

TB Rays 9-1 Chicago WS 📸 
Cleveland 1-4 Detroit 
SD Padres 3-1 SF Giants 
Miami… https://t.co/2yG3ag4y6U",FALSE,0,NA,4/11/19 5:50,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",vpera69,0,FALSE,FALSE,NA,NA,,,,
FYI - the top ten hitting streaks of all time in #MLB begin at 36.,FALSE,0,NA,4/11/19 5:49,FALSE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",Dave_MaGee,0,FALSE,FALSE,NA,NA,,,,
"Who Owned Baseball – April 10, 2019 (Daily #MLB AL/NL Pitcher + Hitter MVPs) + 2019 https://t.co/1gcZhx3o6J https://t.co/6DsercQaL2",FALSE,0,NA,4/11/19 5:49,FALSE,NA,1.11622E+18,NA,"<a href=\http://publicize.wp.com/\"" rel=\""nofollow\"">WordPress.com</a>""",MLBreports,1,FALSE,FALSE,NA,NA,,,,
"@Dodgers drop the 3rd game in a row, and look to avoid the sweep tmrw. We turn to @buehlersdayoff .. Solo shots won… https://t.co/AFzwH9rn5C",FALSE,0,Dodgers,4/11/19 5:48,TRUE,NA,1.11622E+18,23043294,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Dodgers_2019,0,FALSE,FALSE,NA,NA,,,,
Highest scoring night of the season for Litecoin DFS 💵🔥🤙🏽 #DFS #MLB #FANDUEL #DRAFTKINGS https://t.co/0VZV6CGjBy,FALSE,1,NA,4/11/19 5:47,FALSE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DfsLitecoin,1,FALSE,FALSE,NA,NA,,,,
SPORTS HAVE BALLS--MLB SEASON (15-8)  IS FREE WHEN YOU GET YOUR NFL PACKAGE SET UP https://t.co/wFyUIZof9J… https://t.co/YGeq799pSZ,FALSE,0,NA,4/11/19 5:46,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",sportshaveballs,0,FALSE,FALSE,NA,NA,,,,
VIDEO: #JenniferLopez Fires Back at #JoseCanseco Over #AlexRodriguez Cheating Allegations! https://t.co/Cmg2PZ0CMP… https://t.co/81ApPMHs2q,FALSE,0,NA,4/11/19 5:45,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",SportsHideout,0,FALSE,FALSE,NA,NA,,,,
Very successful stream tonight w/ the one &amp; only @Romanouskie!!! Much thanks to @ReyG_3 for the host! #YouTube… https://t.co/K6HenY9TUu,FALSE,3,NA,4/11/19 5:44,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Jonamar_11,0,FALSE,FALSE,NA,NA,,,,
#sports Links to Major League Baseball #MLB #NY #Yankees #Boston #RedSox #Houston #Astros #Chicago #Cubs #Baltimore… https://t.co/AiLbPXewlt,FALSE,0,NA,4/11/19 5:43,TRUE,NA,1.11622E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",EDITORatWORK,0,FALSE,FALSE,NA,NA,,,,
"⚾️💵 M L B  🌞  P l a y 💵⚾️

OAK/BAL O9.5 

#DreamHustleWin #GamblingTwitter #bettingtips #SportsBetting #MLB https://t.co/cERqN03uTz",FALSE,8,NA,4/11/19 5:42,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Scottie_Roc,1,FALSE,FALSE,NA,NA,,,,
#SeattleSports fans who are your favorite fan bases to troll? Lets start with baseball. #Mlb #Mariners #Astros #As… https://t.co/jsV664vf1W,FALSE,0,NA,4/11/19 5:41,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_mac1990,0,FALSE,FALSE,NA,NA,,,,
"Great night for https://t.co/G17K0AgCYd #DFS AGENT @_SportsLyfeDFS 

His #MLB lineup was 🔥

Visit… https://t.co/GQ7txRNr3Y",FALSE,1,NA,4/11/19 5:40,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",PicksCity,1,FALSE,FALSE,NA,NA,,,,
The #Nats suck. They cant even hold the #Phillies to zero. #RingTheBell #MLB https://t.co/gz49TblGD1,FALSE,0,NA,4/11/19 5:40,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ComptonParry,0,FALSE,FALSE,NA,NA,,,,
"This is our profession and we're the best, simple as that.

Past 21 Days: 49-30  +$20,760 =62%
Past 52 Days: 132-83… https://t.co/YhcFNIN81h",FALSE,1,NA,4/11/19 5:40,TRUE,NA,1.11621E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",HighRollersPick,1,FALSE,FALSE,NA,NA,,,,
#mlb #lynn gave up 4 hits through 6 IP 2 walks as well for the #rangers impressive outing again #phx,FALSE,0,NA,4/11/19 5:36,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",PHX_USA_Sports,0,FALSE,FALSE,NA,NA,,,,
"Already know about #NBA, #MLB nails 2 nice straights, #Tigers (+128) + # Pirates (+160) but drops the Top Play… https://t.co/v3Nz0mYknD",FALSE,0,NA,4/11/19 5:35,TRUE,NA,1.11621E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",SheridanReport,0,FALSE,FALSE,NA,NA,,,,
"Bet football live now on: https://t.co/Z5dLFm2PL9 

#football #futbol @3gerardpique #FCBarcelona #championsleague… https://t.co/zfkUdBzcyx",FALSE,1,NA,4/11/19 5:34,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Gamingbarcelona,1,FALSE,FALSE,NA,NA,,,,
#HOTSTOVE : \AL West Notes: Bregman, Jackson, Mariners," Chirinos\"" https://t.co/vm9UVodZaE #MLB #FantasyBaseball #WinterMeetings""",FALSE,0,NA,4/11/19 5:33,FALSE,NA,1.11621E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",AZsports73,0,FALSE,FALSE,NA,NA,
Get started on your #MLB #DFS research right now! https://t.co/OdwAV3pZAn,FALSE,0,NA,4/11/19 5:32,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",AwesemoMLB,0,FALSE,FALSE,NA,NA,,,,
St. Louis @Cardinals lock up Matt Carpenter (@MattCarp13) for at least another two seasons.  My latest for… https://t.co/08gJ7rwmEi,FALSE,2,NA,4/11/19 5:32,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",LWOSEvanT,1,FALSE,FALSE,NA,NA,,,,
Our in-house Shortstop Savants has delivered his three best betting plays ahead of an action packed #MLB program to… https://t.co/WqCKKxMtgk,FALSE,1,NA,4/11/19 5:32,TRUE,NA,1.11621E+18,NA,"<a href=\https://ads-api.twitter.com\"" rel=\""nofollow\"">Twitter Ads Composer</a>""",NedsAus,0,FALSE,FALSE,NA,NA,,,,
AWESOME NIGHT🔥🔥⚾️👊🏀 #MLb #NBATwitter https://t.co/nNO7w09poX,FALSE,2,NA,4/11/19 5:31,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_SportsLyfeDFS,1,FALSE,FALSE,NA,NA,,,,
"#MLB Braves, Phillies, Mets each 7-4. Mets have the harder schedule ,486. Braves/Phillies both .481.",FALSE,0,NA,4/11/19 5:31,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",KickCorridor,0,FALSE,FALSE,NA,NA,,,,
Flaherty holds Dodgers to one run thru six - Jack Flaherty | STL https://t.co/XHp8uZGiBd #mlb #fantasybaseball,FALSE,0,NA,4/11/19 5:30,FALSE,NA,1.11621E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",WGFantasy,0,FALSE,FALSE,NA,NA,,,,
So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/zusZ1QkYun,FALSE,0,NA,4/11/19 5:27,TRUE,NA,1.11621E+18,NA,"<a href=\http://poshmark.com/\"" rel=\""nofollow\"">Poshmark</a>""",kikibialek,0,FALSE,FALSE,NA,NA,,,,
"GREAT DAY TODAY FOR GPP! 10/14 NOW🔥🔥🔥
#mlb #dfs #fanduel #fantasybaseball https://t.co/qnA64wrUfL",FALSE,0,NA,4/11/19 5:26,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SilbyDFS,0,FALSE,FALSE,NA,NA,,,,
Column: “He’s a very special player.” José Altuve in vintage form on a perfect night to be outside at the park… https://t.co/BWGLI6qzb6,FALSE,0,NA,4/11/19 5:26,TRUE,NA,1.11621E+18,NA,"<a href=\https://twitterrific.com/ios\"" rel=\""nofollow\"">Twitterrific for iOS</a>""",ChronBrianSmith,0,FALSE,FALSE,NA,NA,,,,
"Thursday 1k MLB Play

Text “MLB” to 702-718-3930 
19$ 1 Play

If you bet 100$ or more per game 
If you can play 1 g… https://t.co/4BHHgWT3xW",FALSE,0,NA,4/11/19 5:24,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",BigSmittySports,1,FALSE,FALSE,NA,NA,,,,
#NBA playoff matchups and lottery projections: What happened on Wednesday night Breaking down everything that happe… https://t.co/NjzLgOeLqX,FALSE,0,NA,4/11/19 5:24,TRUE,NA,1.11621E+18,NA,"<a href=\http://twibble.io\"" rel=\""nofollow\"">Twibble.io</a>""",GlobalSportsCtr,0,FALSE,FALSE,NA,NA,,,,
Take notice #MLB 🔥 We always get overlooked. Now we should have your attention. 😇 #LAAngels #TheHaloWay https://t.co/2ZFTtMxLAm,FALSE,0,NA,4/11/19 5:24,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",LaurenMichele93,0,FALSE,FALSE,NA,NA,,,,
Schoenfield: Altuve could be MVP again Some wrote off Jose Altuve as one of the game's best players after a sluggis… https://t.co/S4Ae07BYdg,FALSE,1,NA,4/11/19 5:24,TRUE,NA,1.11621E+18,NA,"<a href=\http://twibble.io\"" rel=\""nofollow\"">Twibble.io</a>""",GlobalSportsCtr,0,FALSE,FALSE,NA,NA,,,,
"Recap 
4/10 Plays 3-4 -2.19 units

#MLB ⚾️⚾️⚾️ 
22-13 ATS + 7.04 units

Cleveland -145☠️
Milwaukee -147☠️
Arizona -… https://t.co/QYgZc1FnxN",FALSE,0,KCFAN0023,4/11/19 5:22,TRUE,1.11603E+18,1.11621E+18,9.30182E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",KCFAN0023,0,FALSE,FALSE,NA,NA,,,,
"A #DraftKings WINNER! 🏆

April 10th #MLB top 5%

🐐 Khris Davis | 35.0
🔥 Jurickson Profar | 16.0
🚀 Matt Chapman | 34… https://t.co/Xkd66P1Gxs",FALSE,0,NA,4/11/19 5:22,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",InvestDFS,0,FALSE,FALSE,NA,NA,,,,
"5 Plays card  3-2 Today
⚾️FREE🏀

MLB Seattle F5 -0.5💰
MLB Yankees F5 +105❌
NHl SL Blues -105💰
NHL NY Islanders Unde… https://t.co/Jgnt5lBkoM",FALSE,0,NA,4/11/19 5:21,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",therockpicks,0,FALSE,FALSE,NA,NA,,,,
We need a serious makeover here in America. It all starts at the top. You want change? Stop paying people millions… https://t.co/FOJejfyoy9,FALSE,0,NA,4/11/19 5:21,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",broadydylan,0,FALSE,FALSE,NA,NA,,,,
"#GoStars win ✔️
#TogetherWe win ✔️
#MFFL Dirk final game cry ✔️
#EliteMafia win every #MLB cash game entered on… https://t.co/b7x8DksaJT",FALSE,1,NA,4/11/19 5:20,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",traviscram,1,FALSE,FALSE,NA,NA,,,,
Both sports cash tonight for the #MLB and #NBA #MoneyTeam,FALSE,0,NA,4/11/19 5:20,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",optimallineups,0,FALSE,FALSE,NA,NA,,,,
The @rangers win 5-2. What a sports night in #DFW! @nbcdfw #mlb #dallas #rangers https://t.co/xkbctBbKyC,FALSE,6,NA,4/11/19 5:19,FALSE,NA,1.11621E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",PatDoneyNBC5,2,FALSE,FALSE,NA,NA,,,,
"Absolutely smashed #MLB !!!!!! If you're not a part of this, ask yourself why??? Dm me for pricing!! There's still… https://t.co/N1ysFP3xj8",FALSE,2,NA,4/11/19 5:19,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",FanduelA,0,FALSE,FALSE,NA,NA,,,,
"#Cubs bats cooled off with tonight’s frigid air, and Yu Darvish gave up a pair of long balls. End result... 3-8.
#baseball #mlb #JOUR280",FALSE,0,NA,4/11/19 5:18,FALSE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",nfesty97,0,FALSE,FALSE,NA,NA,,,,
The game between @Rangers and @Dbacks has ended. Stay tuned for the next nail biter! #MLB,FALSE,0,NA,4/11/19 5:17,FALSE,NA,1.11621E+18,NA,"<a href=\https://close-game-d7452.firebaseapp.com\"" rel=\""nofollow\"">Nail Biter Sports</a>""",MLBNailBiter,0,FALSE,FALSE,NA,NA,,,,
"💥https://t.co/bfTlDtNeYT💥PRIME SPORT ALERT Re-Tweet from SportAlerts \Grayson Allen ( #Jazz ) has 40 points vs… https://t.co/eOGhar4ZC5""",FALSE,2,NA,4/11/19 5:17,TRUE,NA,1.11621E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",DFSPrimeLineups,1,FALSE,FALSE,NA,NA,,,,
Decided not to play NBA tonight because of all the madness. Good thing MLB was there to save the day with a 200 lin… https://t.co/4fULBNjQez,FALSE,2,NA,4/11/19 5:17,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",FanduelFortune,2,FALSE,FALSE,NA,NA,,,,
Good night in #NBA again!!! Man if our SF could have gave us anything we could have really smashed!!!!! #MLB is loo… https://t.co/NlydB3HreH,FALSE,1,NA,4/11/19 5:16,TRUE,NA,1.11621E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",FanduelA,0,FALSE,FALSE,NA,NA,,,,
