25995553,"It's Valentine's Day, of course, and NFL teams are certainly in the spirit.
Whether you think the holiday is a corporate creation or the day to share your deepest affections and sentiment, we can all enjoy a candy heart and a cheesy pun.
The Atlanta Falcons, living up to their reputation as the league's leading Casanova, has won the day, sending cards to every other team.
Here are some of the Falcons' heart-shaped best:
 pic.twitter.com/bHwfhFdLsJ
 pic.twitter.com/lt27sURgMj
 pic.twitter.com/vvFyiSXifh
 pic.twitter.com/7rPxLALGwF
 pic.twitter.com/yRuZNbj8uk
 pic.twitter.com/IY2HcXWcTu
 pic.twitter.com/cYzjqYVX1Q
 pic.twitter.com/z1jYPlGU3h
 pic.twitter.com/sIXqhshhLf
 pic.twitter.com/kSVdKazB9q
It's hard to compete with Atlanta, but others around the NFL tried:
Happy #Valentines Day, #CowboysNation!Be sure to tag that special someone! 💘 pic.twitter.com/YFlCSf4ACO
Happy #ValentinesDay! We love you, #ChiefsKingdom. pic.twitter.com/vwRk4YpuHv
Even more Big Blue #ValentinesDay cards! pic.twitter.com/lAtVvDgZse
Spread love today 💙#ValentinesDay pic.twitter.com/oO8L5IPY0R
Happy #ValentinesDay Saints fans! pic.twitter.com/2gNHAGaNOI
The perfect cards for your special someone. #ValentinesDay pic.twitter.com/VsXgTRezSu
We're a hot topic. pic.twitter.com/rsHOaRBPdi
Be sure to hold your loved ones close this #ValentinesDay! 🧡 pic.twitter.com/fxwbbRFxII
We Vike you a lot, #Vikings fans 💜Happy #ValentinesDay! pic.twitter.com/AeIyDLxwoN
Nothing but ❤️ for #DUUUVAL pic.twitter.com/812rzwZCPh
Happy #ValentinesDay! 🖤💛 pic.twitter.com/EvU7Vh6Pnl
Those three little words every #Packers fan loves to hear on #ValentinesDay ""Go Pack Go"" 💚💛 pic.twitter.com/SKhW5Qk2qc
This #ValentinesDay, celebrate with the ones you love.#FlyEaglesFly pic.twitter.com/XruiSBq1dw
Happy #ValentinesDay! Out here... pic.twitter.com/oYjpGhvUNh
Happy Valentines Day, Bolt Fam. 💕 pic.twitter.com/SeJBVcjk8c
"
25908742,"Four defensive backs -- Ed Reed, Champ Bailey, Ty Law and seniors finalist Johnny Robinson -- were among the eight men selected for enshrinement by the Hall's board of selectors on Saturday at the Georgia World Congress Center.
Youth served again as three first-time-eligible players -- Champ Bailey, Tony Gonzalez, Ed Reed -- dominate group along with Kevin Mawae and Ty Law.
Tom Flores coached two Super Bowls with the Raiders, becoming the first minority head coach to earn the Lombardi Trophy.
For eight seasons, Kevin Mawae cleared the path toward immortality for Curtis Martin with the Jets. This week, Martin is trying to return the favor.
Tight end Tony Gonzalez and center Kevin Mawae as well as Broncos owner Pat Bowlen and longtime personnel executive Gil Brandt were also chosen Saturday for enshrinement.
Members of Bowlen's family, on hearing of his selection, video chatted with Bowlen, who remained in Colorado. Bowlen suffers from Alzheimer's disease and stepped away from the franchise's day-to-day operations in 2014.
The Hall of Fame induction ceremony will be held Aug. 3, in Canton, Ohio.
For the second consecutive year, the Hall of Fame class included three players in their first years of eligibility in Bailey, Reed and Gonzalez. Those three players combined for 35 Pro Bowl selections as well as 14 first-team All-Pro nods. A year ago, Randy Moss, Ray Lewis and Brian Urlacher were named to the Hall of Fame's class of 2018 in their first years of eligibility.
The first official group #PFHOF19 photo pic.twitter.com/R3hfY6hxms
The run of first-time-eligible players getting fitted for the Hall's signature gold jacket might not be slowed in the next two years, when former Steelers safety Troy Polamalu, former Colts wide receiver Reggie Wayne and former 49ers linebacker Patrick Willis are among the first-time-eligible players.
In 2021, it becomes even more of a star-studded field as former Colts and Broncos quarterback Peyton Manning, former Packers and Raiders defensive back Charles Woodson and former Lions wide receiver Calvin Johnson will be among the first-time-eligible players.
The board of selectors met for 7½ hours Saturday ahead of Super Bowl LIII. This year's finalists included five defensive backs among the 15 modern-era finalists -- former Broncos safety Steve Atwater, who made the cutdown from 15 finalists to 10 earlier Saturday morning, and John Lynch were the others. Four offensive linemen -- Mawae, Steve Hutchinson, Alan Faneca and Tony Boselli -- were among the 15 finalists.
But Saturday's class marks a general departure from the usual Hall voting, given that offensive players make up roughly 60 percent of those currently enshrined to 40 percent for defensive players.
Reed is the first pure safety in 33 years to get voted into the Hall of Fame in his first year of eligibility after a career that began in 2002 and ended after the 2013 season. The previous one to reach on the first ballot was Ken Houston in 1986. Among the modern-era finalists, the discussion about Reed inside the selection room Saturday was the shortest, lasting just 2 minutes, 20 seconds.
""Smartest player I ever coached,"" Brian Billick, Reed's former coach with the Baltimore Ravens, said.
I was a 2 star recruit... now HOF. Beyond thankful 🙌🏿 pic.twitter.com/fOb8MWkuMX
Bailey made 52 interceptions for the Redskins and Broncos in 1999-2013 despite being avoided by opposing quarterbacks for the majority of his career.
""This is home and timing was just right for it,"" said Bailey, who grew up in Folkston, Georgia, and played college ball at Georgia.
In a 17-year career that ended with the 2013 season, Gonzalez caught 1,325 passes, the second most in NFL history, for 111 touchdowns. He was a six-time All-Pro and made 14 Pro Bowls.
""I knew I had a good chance, I'm not going to lie about that,"" Gonzalez said of his induction. ""Still, when you hear the knock, your heart drops.""
Law, who played from 1995 through 2009, won three Super Bowls with the Patriots and returned a pick for a touchdown that gave New England an early lead in its first title victory, over the Rams following the 2001 season.
""It's surreal to get this honor while my former team is playing,"" said Law, who will be on hand when the Patriots again play the Rams for the title Sunday.
Mawae, a three-time All-Pro lineman during a career that spanned from 1994 through 2009, also said he was excited when he heard the news.
""Threw my phone across the room,"" the former Seahawk, Jet and Titan said. ""I had a higher vertical than at the combine.""
Both contributor finalists -- Bowlen and Brandt -- were lauded for their long, distinguished careers and contributions to the league. Bowlen's Broncos have had as many Super Bowl appearances as losing seasons -- seven -- since Bowlen purchased the team in 1984.
Brandt's long tenure with the Dallas Cowboys included 20 consecutive winning seasons, from the 1960s into the 1980s, marked by innovation and the establishment of the roots of the structure most teams now use in evaluating personnel.
"
25953879,"The full staff, announced Friday by the Jets, includes longtime NFL assistant Joe Vitt, Gase's father-in-law, and Blake Williams, the son of defensive coordinator Gregg Williams.
Adam Gase brought along six of his former Dolphins assistants and there are a few holdovers from the Jets' staff, but none on offense.
The Jets have a lot of salary-cap space, but much of that will go toward filling spots that will be vacated by veterans who have some value.
This is where it gets interesting.
Vitt and Gregg Williams were members of the New Orleans Saints' coaching staff implicated in the 2012 BountyGate scandal. In the bounty hearings, conducted by former NFL commissioner Paul Tagliabue, Vitt accused Williams of lying in his testimony.
Vitt also said the players didn't take Williams seriously because of his ""false bravado"" and ""schtick.""
Williams wound up being suspended indefinitely (then reinstated 11 months later), while Vitt received a six-game ban. And now they're together on Gase's first staff.
Gase saw plenty of his father-in-law last season. Gase coached the Miami Dolphins while Vitt worked in the front office as the team's director of player development.
Despite having no background with Williams, Gase hired him on Jan. 15 because he wanted someone who could be the ""head coach"" of the defense. Williams, known for his aggressive scheme and edgy coaching style, went 5-3 last season as the interim coach of the Cleveland Browns.
Enter Blake Williams, who served as the Browns' linebackers coach and called the defensive plays during the second half of the season.
Initially, Gase balked at the idea of adding Blake, according to a person familiar with the situation. Gregg Williams, who once called his son ""the best young coach I've ever had on my staff,"" became frustrated with Gase, the person said.
Eventually, Gase came around, making Blake Williams a defensive assistant, not a position coach.
Blake Williams, 34, has a reputation for rubbing people the wrong way. As a St. Louis Rams assistant, he upset people in the organization by screaming at a draft prospect in a scouting-combine interview, a source said. He also was reprimanded multiple times for sitting in the wrong seat on the team bus; he kept sitting in a seat reserved for a senior member of the staff.
The Rams fired him after the 2013 season. Williams has only worked for NFL teams in which his father was on the staff.
The Jets also announced the hiring of 16 other assistants, most notably former Detroit Lions offensive coordinator Jim Bob Cooter, who will coach the running backs.
"
25902231,"The Dallas Cowboys are not expected to extend the contract of Jason Garrett, who is in the final year of his deal, sources tell ESPN.
Wilson died at his home in the Dallas suburb of Coppell. Police said a 911 call was made from Wilson's home, where the caller said Wilson was unresponsive and CPR was in progress. Emergency personnel determined upon arrival that Wilson was dead. Police said there was no indication of foul play and that the death was under investigation.
Wilson served as Cowboys quarterbacks coach from 2007 to '17, helping develop Tony Romo into the franchise's all-time leader in touchdown passes, and Dak Prescott, who was named NFL Rookie of the Year in 2016.
Wilson was out of coaching last year after the Cowboys opted not to keep him on staff.
""Wade was a cherished and valued member of our organization as a player, a coach and a wonderful friend,'' Cowboys owner Jerry Jones said. ""This is a sad day for all members of the Cowboys family as we have lost a truly great man.''
Emmitt Smith and Jason Witten were among the former teammates and players to offer their condolences on Twitter.

Wilson played for five teams in a 17-year career from 1981 to 1998, including a three-year stint with the Cowboys (1995-97), serving as the backup to Troy Aikman when they won their last Super Bowl in 1995.
Wilson started 69 games in his career, throwing 99 touchdown passes and 102 interceptions. In 1988, while a member of the Minnesota Vikings, he was named to the Pro Bowl after throwing 15 touchdown passes and winning seven of his 10 starts.
He played 10 seasons for the Vikings, leading them to the 1987 NFC Championship Game. Wilson also played for the Falcons, Saints and Raiders.
The Associated Press contributed to this report.
"
25948008,"Alford signed a three-year contract with the Arizona Cardinals on Thursday, two days after being released by the Atlanta Falcons in a salary-cap move.
The Atlanta Falcons on Tuesday announced they have released starting cornerback Robert Alford.
The three-year deal is worth $22.5 million, with $13.5M guaranteed, NFL Network is reporting.
Alford joins a Cardinals secondary led by star cornerback Patrick Peterson. Vance Joseph is the team's new defensive coordinator on first-year head coach Kliff Kingsbury's coaching staff.
Because he was released, he was permitted to sign with a new team before the start of the NFL's new league year on March 13.
Alford, a second-round draft pick by the Falcons in 2013, had two years and $17 million left on his contract when he was released. He signed a four-year, $38 million extension ($21 million guaranteed) in December 2016. The Falcons saved $7.9 million against the 2019 salary cap with the move.
Alford, 30, started 76 of 88 games with the Falcons, playing 4,904 defensive snaps. He finished his Falcons stint with 291 tackles, 10 interceptions, 59 pass breakups and two defensive touchdowns. Alford probably was best known for intercepting New England Patriots quarterback Tom Brady in Super Bowl LI and returning the interception 82 yards for a touchdown.
ESPN's Vaughn McClure contributed to this report.
"
25945133,"KANSAS CITY, Mo. -- Like many fans of the Chiefs, general manager Brett Veach was concerned after seeing the recent viral video of quarterback Patrick Mahomes playing basketball.
You thought Patrick Mahomes was just the NFL MVP? 🔥(via @Faiz_Jiwani, @kheuzil) pic.twitter.com/MQpeMXLKZh
Veach said on Kansas City radio station 810 WHB on Thursday that he was worried enough about the franchise quarterback risking an injury that he put in a call to Mahomes' agent, Leigh Steinberg.
""The [Chiefs] Kingdom can be assured: No more basketball for Pat. ... We were able to nip that in the bud,'' Veach said.
Mahomes was a star in basketball as well as baseball and football in high school, in Whitehouse, Texas. Veach said he was concerned that Mahomes' competitive nature wouldn't allow him to play basketball at something less than full effort.
""With Pat, everything he does is so competitive. ... He actually was in the office yesterday and we were joking about it. He was just shooting around, and all of a sudden it turns into a spin move and juking guys out. He doesn't have that filter in his mind to just have fun and not take everything so competitively,"" Veach said.
Later at a news conference, Veach called his conversation with Mahomes on Wednesday ""a lighthearted discussion.""
""I just said, 'Hey, man, you're breaking a lot of ankles out there. Just make sure you don't break your own. I don't think we need that,'"" he said.
Mahomes was the NFL's 2018 Most Valuable Player and Offensive Player of the Year in his first season as a starter. He was the second player in NFL history to throw 50 touchdown passes and for more than 5,000 yards in the same season.
"
25924014,"Aaron Rodgers said he could not commit to playing Sunday, but Vikings coach Mike Zimmer expects the Packers QB to be out there since ""he walks on water.""
Rodgers would only reveal that the injury suffered in the season opener against the Bears was a sprain. He wore a brace until the Nov. 4 game at New England. The 35-year-old quarterback had hinted during the season that surgery might be necessary this offseason. But because he sustained a concussion in the regular-season finale against the Lions, he did not speak to reporters after the game or the next day when players cleaned out their lockers, so no one could ask him whether surgery was necessary -- until his appearance in Atlanta this weekend before the Super Bowl.
""I feel great,"" Rodgers said on NFL Network. ""My body feels really good. Instead of getting surgery postseason, decided to kind of go through a different routine with my knee than I've done in the past, and I'm feeling really, really good. Got a concussion the last game, that's cleared up. I'm feeling really good. I'm getting back into my workout routine, but the first month of the offseason is a lot about yoga and traveling.""
Rodgers did not elaborate on his routine.
He last had surgery on that knee after the 2015 season. That procedure was described as a ""cleanup of an old injury."" That's the same knee on which Rodgers had ACL reconstruction done during college at the University of California, stemming from a high school basketball injury.
""It's the lead leg, the plant leg, it's not the brace or the back of the drop leg, which I haven't had, thankfully, a major right knee injury, but I've dealt with the left knee injury since I was 16 years old,"" Rodgers said in September shortly after the season.
""Fortunately Doc cleaned me out a few years ago after the season and it's been excellent since then.""
Rodgers said he will make his annual appearance in the AT&T Pebble Beach Pro-Am this week. He will play with his regular partner, PGA Tour winner Jerry Kelly, a Wisconsin native.
The Packers can begin their offseason program on April 1, two weeks earlier than usual, because they have a new coach, Matt LaFleur. Teams with returning head coaches can't start until April 15. Rodgers wasn't asked directly about LaFleur but acknowledged there has been ""a lot of change.""
""It's tough at first,"" Rodgers said on NFL Network. ""But it usually works out for the best, so I'm excited about what's going on in Green Bay and the future there.""
"
25937919,
25921522,"A person with knowledge of the negotiations told The Associated Press on Sunday night that the two sides are in discussions, but no deal has been reached. The person spoke to the AP on condition of anonymity because nothing has been finalized.
Raiders owner Mark Davis was noncommittal in a text message to ESPN's Paul Gutierrez: ""When we're ready to make the announcement, we will.""
NBC Bay Area reported earlier that an announcement of the Raiders' plans to play in San Francisco will be made this week.
In what might have been the Raiders' final game in the Oakland Coliseum, the team gave its fans a thrill to last in a 27-14 win over the Broncos on Monday.
The Raiders are looking for a home for 2019 after the city of Oakland sued the team and the NFL over the planned move to Las Vegas in 2020. The Raiders have no lease for 2019 and owner Mark Davis dropped out of negotiations with Oakland after the suit was filed in December.
The Raiders were still considering Oakland, as well as the possibility of sharing Levi's Stadium with the San Francisco 49ers. A final decision is needed soon so the NFL can start making its 2019 schedule.
""I think the hope of Mark is to continue to be in the Bay Area with the Raiders' fans,"" commissioner Roger Goodell said at a pre-Super Bowl news conference on Wednesday.
The Raiders are still planning to practice at their facility in Alameda, making staying in the Bay Area the most logical choice.
Davis has always been opposed to sharing the stadium with the 49ers, and the legal wrangling with officials in Oakland has soured him on that option, leaving the Giants' stadium in San Francisco as his possible preferred choice.
But it doesn't come without hurdles as the 49ers hold territorial rights to the city and the Raiders would need NFL approval to move there. The stadium would also need some modifications to be able to host NFL games and there would be scheduling issues to work out with the Giants, who have home games scheduled on two of the first four Sundays of the upcoming NFL season.
The stadium has been used for college football games in the past. There have been several bowl games played there, and California played its 2011 games there when Memorial Stadium was being renovated.
The Associated Press contributed to this report.
"
25937996,"The Atlanta Falcons on Tuesday announced they have released starting cornerback Robert Alford.
The Falcons QB, 33, has a league MVP, a NFC title and a lucrative contract. All that's missing is a Lombardi trophy, and he says it's his No. 1 goal.
Bryant, who will turn 44 in May, had two years and $7 million left on his contract. He was due to make $3.5 million next season. Parting ways with him saves the Falcons $2,833,332 against the 2019 salary cap.
""I am extremely grateful for everything that Matt Bryant has done for this organization over the last 10 years,"" general manager Thomas Dimitroff said in a statement announcing the move.
""There is no doubt he is one of the all-time great Falcons, as he's been an integral part of our success. This was a difficult decision but one that was necessary for us to move forward into 2019. We have the utmost respect for the person and the player that Matt is, and we wish he and his family the best going forward.""
Bryant, the Falcons' all-time leading scorer with 1,122 points, tweeted news of his departure Wednesday morning.
#theshowmustgoon pic.twitter.com/J63iycYTSY
Bryant, who has dealt with some nagging leg and back injuries, went on to say he was looking forward to bringing success and consistency to his next team, with no plans to retire.
During his stint with the Falcons, Bryant made 250 of 282 field goals (88.7 percent), including 36 of 46 from 50-plus yards. He also made 372 of 375 extra points during his 10 seasons with the Falcons. He was named to the Pro Bowl in 2016.
The Falcons likely will turn to Giorgio Tavecchio as their kicker. Tavecchio, who is signed through 2019 and will make $645,000 next season, made all five of his field goals and all eight extra points in place of Bryant last season.
The news comes a day after the Falcons parted ways with starting cornerback Robert Alford, saving $7.9 million against the 2019 salary cap.
Defensive lineman Brooks Reed also indicated on social media that he has been released, thanking the Falcons in an Instagram post for his four seasons with the team. The Falcons would save $4.5 million against the 2019 cap by releasing Reed.
"
